#Image Rect[ms], Image Resize[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,1.733559,2.509106,0.000000,1.193100,2.869838,0.648420,10.532696
0.000000,0.000000,1.673613,2.768895,0.000000,1.952034,3.154386,0.060783,10.606987
0.000000,0.000000,3.024718,2.468625,0.000000,0.964378,3.058291,0.458074,11.922013
0.000000,0.000000,3.355601,2.301375,0.000000,1.849934,3.187153,0.473310,11.385005
0.000000,0.000000,1.712455,3.111965,0.000000,1.869508,3.683018,0.051699,26.519137
0.000000,0.000000,1.623654,2.543174,0.000000,1.500873,4.074767,0.464082,11.202190
0.000000,0.000000,1.814234,2.957091,0.000000,2.104614,3.085117,0.055122,12.189548
0.000000,0.000000,1.629611,2.158894,0.000000,1.588656,4.115596,0.457932,10.374628
0.000000,0.000000,1.466015,2.175563,0.000000,2.431365,4.198737,0.055540,11.067267
0.000000,0.000000,1.643519,2.083713,0.000000,1.679690,4.088411,0.057597,11.761950
0.000000,0.000000,1.724905,2.320317,0.000000,2.506924,4.763565,0.761726,11.186150
0.000000,0.000000,1.739859,2.693044,0.000000,3.875731,5.299019,0.061078,23.188893
0.000000,0.000000,1.716057,2.623609,0.000000,3.746851,5.822424,0.082335,15.191968
0.000000,0.000000,1.426970,2.709470,0.000000,2.210350,3.532857,0.059323,15.266868
0.000000,0.000000,2.662728,2.714390,0.000000,1.509039,3.401612,0.057437,12.616354
0.000000,0.000000,1.569158,3.210137,0.000000,3.238676,3.175037,0.056561,11.002416
0.000000,0.000000,1.650736,2.086146,0.000000,1.636314,3.207290,0.887321,11.401120
0.000000,0.000000,1.937048,2.112582,0.000000,3.605275,4.813362,0.057803,24.206026
0.000000,0.000000,1.586328,2.093922,0.000000,2.180793,3.599311,0.056493,13.427783
0.000000,0.000000,2.098862,1.790761,0.000000,1.974919,3.725936,0.061381,10.892130
0.000000,0.000000,1.688745,1.846303,0.000000,1.641642,3.513468,0.055131,10.457413
0.000000,0.000000,2.555210,1.917685,0.000000,1.738429,3.217032,0.055107,10.801389
0.000000,0.000000,1.619735,3.575747,0.000000,2.927393,20.128484,0.581227,11.366114
0.000000,0.000000,1.860256,1.784749,0.000000,3.223915,4.005631,0.053167,28.352451
0.000000,0.000000,2.984775,2.272775,0.000000,1.978299,3.638119,0.054470,13.737508
0.000000,0.000000,1.550194,1.846021,0.000000,1.708427,3.358413,0.053018,10.187025
0.000000,0.000000,2.356061,1.950645,0.000000,1.636248,2.846251,0.051642,10.559647
0.000000,0.000000,1.579572,1.858627,0.000000,1.341748,2.524330,0.050982,10.085433
0.000000,0.000000,1.887677,1.906021,0.000000,1.132218,2.165606,0.551922,8.708569
0.000000,0.000000,3.222049,1.840268,0.000000,2.784579,3.425242,0.050447,9.845735
0.000000,0.000000,1.620094,2.928816,0.000000,1.529006,2.823460,0.054888,31.285865
0.000000,0.000000,1.688272,2.064858,0.000000,1.173837,2.242203,0.049762,9.350309
0.000000,0.000000,1.671398,1.967565,0.000000,0.960876,1.940036,0.461352,8.152446
0.000000,0.000000,2.097303,2.249197,0.000000,1.665456,2.439639,0.042961,8.701075
0.000000,0.000000,1.738204,1.835948,0.000000,1.143396,2.129844,0.043802,8.649253
0.000000,0.000000,3.568217,1.909070,0.000000,2.717630,2.403224,0.588414,9.780859
0.000000,0.000000,1.671440,2.333940,0.000000,2.859758,3.808399,0.043654,10.770369
0.000000,0.000000,1.469352,2.517062,0.000000,1.492369,2.606613,0.044682,22.557222
0.000000,0.000000,1.562542,2.243933,0.000000,1.192419,2.326503,0.326100,9.073384
0.000000,0.000000,1.734868,1.794458,0.000000,3.103883,2.435029,0.037301,8.339094
0.000000,0.000000,1.532920,2.013710,0.000000,1.202330,2.423713,0.036940,10.067982
0.000000,0.000000,1.434272,1.959678,0.000000,1.052917,1.995832,0.308404,8.034509
0.000000,0.000000,1.600466,1.765372,0.000000,1.404594,2.422298,0.035589,7.627402
0.000000,0.000000,1.495328,1.835456,0.000000,1.724809,2.811383,0.358339,8.098921
0.000000,0.000000,2.719192,1.925477,0.000000,1.442583,2.480786,0.233272,26.177806
0.000000,0.000000,1.673252,2.060646,0.000000,1.116734,2.302214,0.195633,8.994137
0.000000,0.000000,1.919283,1.755618,0.000000,1.457829,2.673803,0.209431,8.246787
0.000000,0.000000,1.814677,1.685035,0.000000,1.723635,2.587652,0.209307,8.781682
0.000000,0.000000,2.521584,1.761433,0.000000,2.345124,3.043775,0.211408,9.845400
0.000000,0.000000,1.846442,1.599796,0.000000,1.735180,2.741574,0.038957,10.054029
0.000000,0.000000,1.604009,1.581033,0.000000,1.510422,2.504974,0.258842,8.651746
0.000000,0.000000,1.605587,1.642754,0.000000,2.094796,3.062413,0.000294,8.525483
0.000000,0.000000,1.586032,1.782116,0.000000,1.508878,4.953020,0.000248,20.565648
0.000000,0.000000,2.080379,2.114779,0.000000,1.795412,24.137208,0.000256,11.824536
0.000000,0.000000,1.550516,1.637013,0.000000,1.491526,4.392339,0.000407,30.291274
0.000000,0.000000,1.613539,1.701633,0.000000,1.406281,4.255680,0.000281,10.209742
0.000000,0.000000,1.704660,1.644101,0.000000,1.592791,23.578540,0.000365,10.024465
0.000000,0.000000,1.803967,1.786407,0.000000,1.714184,4.511532,0.000322,30.151106
0.000000,0.000000,3.257370,2.574344,0.000000,1.423807,3.800101,0.000192,13.335676
0.000000,0.000000,3.623627,2.126311,0.000000,0.976264,3.180678,0.000241,12.054576
0.000000,0.000000,1.570908,3.108766,0.000000,0.938896,3.503139,0.000319,9.788990
0.000000,0.000000,1.966694,1.792266,0.000000,0.943213,2.800358,0.000227,9.153600
0.000000,0.000000,1.491559,1.559991,0.000000,0.920226,3.114428,0.000177,7.657312
0.000000,0.000000,1.636359,1.765162,0.000000,0.858690,3.169553,0.000434,8.366584
0.000000,0.000000,1.866003,1.698043,0.000000,1.224998,27.715928,0.466783,18.610584
0.000000,0.000000,2.845112,2.493878,0.000000,1.707833,3.512225,0.039895,81.982089
0.000000,0.000000,1.558007,1.943133,0.000000,1.064319,21.828417,0.416319,9.780770
0.000000,0.000000,1.669880,1.932716,0.000000,1.981672,5.064526,0.037312,28.060113
0.000000,0.000000,1.748300,2.616829,0.000000,1.716294,4.869539,0.056387,12.668345
0.000000,0.000000,1.812886,3.062315,0.000000,1.474933,3.863042,0.407047,12.786962
0.000000,0.000000,1.519118,2.453440,0.000000,1.778317,3.489593,0.043894,11.000221
0.000000,0.000000,2.521111,2.038252,0.000000,1.049601,3.559604,0.397517,11.197540
0.000000,0.000000,1.671780,2.397254,0.000000,1.969293,23.823332,0.050353,10.246953
0.000000,0.000000,1.803089,2.043183,0.000000,1.223512,3.344169,0.345003,31.029166
0.000000,0.000000,2.375935,2.045610,0.000000,1.493103,3.772461,0.306606,10.591085
0.000000,0.000000,2.831768,1.987845,0.000000,1.662971,3.980599,0.049991,11.507141
0.000000,0.000000,2.776841,2.316146,0.000000,1.224295,3.241083,0.328584,12.042232
0.000000,0.000000,1.581437,2.605119,0.000000,3.026279,3.605084,0.317997,10.161790
0.000000,0.000000,1.627904,2.091403,0.000000,2.309115,5.574542,0.491106,11.842651
0.000000,0.000000,1.655499,2.452064,0.000000,2.098776,5.266087,0.360865,31.254837
0.000000,0.000000,1.670656,2.532074,0.000000,1.778317,4.174576,0.333707,13.468071
0.000000,0.000000,1.785108,2.101758,0.000000,1.721426,4.417471,0.049832,11.481956
0.000000,0.000000,1.835780,2.092151,0.000000,1.819812,4.196615,0.407564,11.453906
0.000000,0.000000,1.476903,2.605595,0.000000,2.011614,4.615653,0.431874,11.861067
0.000000,0.000000,1.750778,2.274140,0.000000,2.211569,23.801867,0.058787,12.452869
0.000000,0.000000,1.671156,2.208720,0.000000,1.574682,4.391991,0.053857,31.352609
0.000000,0.000000,1.760668,2.388286,0.000000,1.568067,4.881530,0.657159,11.555359
0.000000,0.000000,1.622223,2.543391,0.000000,3.110347,7.498553,0.068651,12.862935
0.000000,0.000000,1.711976,2.597225,0.000000,1.680991,4.438680,0.071280,16.716730
0.000000,0.000000,1.845139,2.621261,0.000000,1.141724,3.604902,0.614244,12.310137
0.000000,0.000000,1.750001,2.445626,0.000000,2.492902,4.675482,0.062968,10.967362
0.000000,0.000000,1.592465,2.428314,0.000000,1.435005,4.540254,0.557140,23.525141
0.000000,0.000000,1.707572,2.509481,0.000000,2.354059,4.533753,0.060770,12.204225
0.000000,0.000000,1.617545,2.302957,0.000000,1.376527,4.650812,0.059109,12.331553
0.000000,0.000000,1.896725,2.285619,0.000000,1.250924,3.841021,0.609045,11.688834
0.000000,0.000000,1.595525,2.323630,0.000000,2.023954,4.925592,0.055798,11.073961
0.000000,0.000000,2.969836,2.308713,0.000000,1.405570,3.463620,0.056541,13.834482
0.000000,0.000000,1.843204,2.244456,0.000000,1.128453,3.231260,0.629524,23.148129
0.000000,0.000000,2.283562,2.543694,0.000000,2.555817,4.394434,0.058027,11.124831
0.000000,0.000000,1.807308,2.233052,0.000000,1.089625,4.158885,0.055188,12.396691
0.000000,0.000000,1.478159,2.214855,0.000000,1.117398,3.500303,0.561410,10.297004
0.000000,0.000000,1.696526,2.238961,0.000000,2.382034,4.026665,0.057707,10.511945
0.000000,0.000000,1.527715,2.920067,0.000000,1.101171,3.333241,0.453000,12.462347
0.000000,0.000000,1.709161,2.284085,0.000000,3.593345,4.088131,0.049651,10.181937
0.000000,0.000000,1.744020,2.049811,0.000000,2.997309,3.228235,0.436869,26.654880
0.000000,0.000000,1.809027,2.460045,0.000000,3.817525,4.203407,0.050633,12.222810
0.000000,0.000000,1.551164,2.172457,0.000000,2.956182,3.771699,0.047075,13.000690
0.000000,0.000000,1.632977,2.313698,0.000000,2.882128,3.818634,0.629983,12.161045
0.000000,0.000000,1.602269,2.346231,0.000000,4.102008,4.122856,21.865041,12.744711
0.000000,0.000000,1.771123,2.117291,0.000000,1.151974,3.237981,0.430446,35.477078
0.000000,0.000000,4.685941,2.792164,0.000000,2.120320,4.019633,0.049893,13.610424
0.000000,0.000000,1.679558,2.058617,0.000000,1.393389,3.910807,0.047071,11.176921
0.000000,0.000000,3.274321,2.124007,0.000000,1.260248,3.383862,0.441382,12.027172
0.000000,0.000000,3.029505,2.326652,0.000000,2.228100,4.544884,0.054119,11.658785
0.000000,0.000000,1.702717,3.286788,0.000000,1.252894,3.149373,0.405921,13.096564
0.000000,0.000000,2.646719,2.561710,0.000000,3.204246,5.484334,0.068849,11.350507
0.000000,0.000000,1.513381,3.903208,0.000000,1.440017,3.801447,0.050451,23.721212
0.000000,0.000000,1.949822,2.219951,0.000000,1.383665,3.904150,0.546921,10.777595
0.000000,0.000000,1.771221,2.337730,0.000000,2.842031,4.407834,0.080347,11.368478
0.000000,0.000000,1.894024,2.243638,0.000000,2.230034,4.790566,0.053151,12.998239
0.000000,0.000000,2.066149,3.294570,0.000000,1.234082,3.629325,0.553086,13.820220
0.000000,0.000000,1.820360,2.224520,0.000000,2.616344,23.537258,0.057357,10.766032
0.000000,0.000000,1.907580,2.264833,0.000000,1.466669,2.994080,0.051677,31.815382
0.000000,0.000000,2.346469,2.367916,0.000000,1.060646,2.984362,0.490009,10.558099
0.000000,0.000000,1.674357,2.588257,0.000000,1.877235,3.380059,0.046555,10.163215
0.000000,0.000000,1.754736,2.197077,0.000000,1.052843,2.923718,0.442515,10.444757
0.000000,0.000000,1.899414,2.739591,0.000000,1.891883,3.928449,0.053671,10.255284
0.000000,0.000000,3.397612,2.107101,0.000000,1.191044,21.199139,0.471323,12.618926
0.000000,0.000000,3.767135,2.085182,0.000000,1.753967,3.902539,0.058319,30.067531
0.000000,0.000000,2.478758,3.765996,0.000000,0.911242,3.261121,0.395436,13.330788
0.000000,0.000000,1.668022,3.707790,0.000000,1.642228,3.811580,0.324998,11.281869
0.000000,0.000000,1.998500,2.613899,0.000000,3.192816,4.186941,0.048105,11.653386
0.000000,0.000000,1.932523,2.166685,0.000000,2.452553,3.616207,0.384009,12.763100
0.000000,0.000000,1.608588,2.181071,0.000000,3.354857,24.161439,0.046297,11.515105
0.000000,0.000000,1.564694,2.017025,0.000000,1.439137,3.421013,0.040668,32.401984
0.000000,0.000000,2.009905,3.922336,0.000000,1.136065,3.029543,0.399645,12.020517
0.000000,0.000000,1.713765,2.039431,0.000000,1.887665,4.272353,0.044125,9.460508
0.000000,0.000000,1.779523,2.046265,0.000000,1.283297,3.473072,0.382460,11.200041
0.000000,0.000000,1.596180,1.804699,0.000000,1.889563,3.921553,0.048090,9.565317
0.000000,0.000000,1.697477,1.857848,0.000000,1.272322,3.359761,0.047220,10.512666
0.000000,0.000000,1.517463,2.024586,0.000000,1.662898,4.409076,0.454981,9.349887
0.000000,0.000000,1.668674,2.041465,0.000000,2.145316,4.273167,0.045760,21.593741
0.000000,0.000000,2.049676,2.135606,0.000000,1.095774,3.464366,0.398207,11.965704
0.000000,0.000000,1.708993,2.104241,0.000000,1.622713,3.850170,0.063243,9.967685
0.000000,0.000000,1.883802,2.022537,0.000000,1.097497,3.200995,0.297738,10.759417
0.000000,0.000000,1.663250,2.057233,0.000000,1.961760,4.778978,0.403636,9.434875
0.000000,0.000000,1.760426,3.030283,0.000000,2.382046,3.789285,0.043795,13.223811
0.000000,0.000000,1.619931,2.435476,0.000000,1.397358,3.050273,0.287652,27.541201
0.000000,0.000000,2.062950,2.053843,0.000000,1.521475,3.225152,0.274432,9.980674
0.000000,0.000000,1.609403,2.024175,0.000000,1.688690,3.339434,0.237380,9.749646
0.000000,0.000000,1.805724,2.232107,0.000000,1.797560,4.208712,0.038093,10.331469
0.000000,0.000000,1.548177,1.849917,0.000000,1.646381,3.469061,0.298646,10.611336
0.000000,0.000000,1.481260,1.874493,0.000000,2.000645,3.590161,0.368408,9.922706
0.000000,0.000000,1.864371,2.015314,0.000000,2.479627,6.403142,0.074161,11.084244
0.000000,0.000000,1.704179,2.848695,0.000000,2.174429,4.407703,0.402718,31.502126
0.000000,0.000000,1.831694,2.956203,0.000000,2.287997,4.651286,0.050161,13.206556
0.000000,0.000000,1.761253,2.489610,0.000000,1.700515,3.760224,0.436154,12.629674
0.000000,0.000000,1.560843,2.186543,0.000000,2.491579,4.600197,0.060078,10.829228
0.000000,0.000000,1.605985,2.568696,0.000000,1.688622,4.125785,0.059197,12.644753
0.000000,0.000000,1.552184,2.117829,0.000000,2.823756,4.654172,0.564487,10.926920
0.000000,0.000000,1.673603,2.344940,0.000000,2.256231,4.656795,0.058468,22.901444
0.000000,0.000000,1.774680,3.591721,0.000000,1.659109,4.402364,0.051953,13.698164
0.000000,0.000000,2.737019,2.572727,0.000000,1.329103,3.653078,0.517338,12.694341
0.000000,0.000000,3.240612,2.153482,0.000000,2.424715,3.936756,0.061941,12.187266
0.000000,0.000000,3.446578,2.114349,0.000000,1.570193,3.437541,0.052130,13.365318
0.000000,0.000000,2.662921,2.214962,0.000000,1.620443,4.396863,0.579183,11.277807
0.000000,0.000000,3.501327,2.335752,0.000000,2.955479,6.549564,0.063223,23.306178
0.000000,0.000000,2.619621,2.968018,0.000000,1.165856,3.576467,0.445866,16.675059
0.000000,0.000000,1.600073,2.265595,0.000000,2.104696,4.232869,0.047716,10.357133
0.000000,0.000000,1.733539,2.037067,0.000000,1.163757,3.348182,0.050364,11.420347
0.000000,0.000000,1.550827,2.017894,0.000000,1.183279,3.915137,0.439928,9.332259
0.000000,0.000000,1.563202,2.169657,0.000000,2.259067,4.253648,0.043252,10.541022
0.000000,0.000000,1.952228,2.165055,0.000000,2.574570,4.051683,0.051402,11.868804
0.000000,0.000000,2.047934,2.153124,0.000000,1.381580,3.612483,0.488118,24.480146
0.000000,0.000000,1.906381,3.441933,0.000000,4.241191,4.952212,0.055251,12.246178
0.000000,0.000000,1.835721,2.153840,0.000000,1.445644,4.935329,0.052235,14.495112
0.000000,0.000000,1.874109,3.901945,0.000000,1.368910,4.038165,0.560782,13.521541
0.000000,0.000000,1.828007,3.133230,0.000000,2.561662,25.261282,0.064085,12.334796
0.000000,0.000000,1.761500,3.309155,0.000000,2.135667,4.273030,0.055205,34.632140
0.000000,0.000000,2.663625,2.995369,0.000000,1.348886,4.201844,0.474478,13.636393
0.000000,0.000000,1.638104,2.400094,0.000000,2.066707,4.815990,0.049299,11.509029
0.000000,0.000000,2.482611,2.342451,0.000000,1.416663,4.506681,0.425596,13.187598
0.000000,0.000000,1.798463,2.448704,0.000000,1.831695,4.773213,0.371655,11.991672
0.000000,0.000000,2.137277,2.273609,0.000000,1.841042,4.736511,18.816267,12.691558
0.000000,0.000000,1.562975,2.225588,0.000000,2.253992,5.551214,0.381993,30.640518
0.000000,0.000000,3.289747,2.682255,0.000000,2.021443,5.509816,0.356015,15.719404
0.000000,0.000000,1.627907,2.241162,0.000000,2.417895,5.128648,0.357209,13.323484
0.000000,0.000000,1.561596,2.328720,0.000000,2.660545,5.935447,0.071067,13.365362
0.000000,0.000000,1.583839,2.287802,0.000000,2.574502,28.693643,0.404372,14.197731
0.000000,0.000000,1.729282,2.355735,0.000000,5.397006,5.880423,0.071246,37.616638
0.000000,0.000000,2.287460,2.972071,0.000000,2.287822,6.298617,0.074195,18.345768
0.000000,0.000000,2.586724,2.274454,0.000000,2.148493,5.266416,0.413000,15.145110
0.000000,0.000000,1.692186,2.188871,0.000000,2.797395,5.120245,0.075142,13.194799
0.000000,0.000000,1.772253,2.485088,0.000000,2.216469,22.096748,0.094200,13.900566
0.000000,0.000000,1.666073,2.289689,0.000000,2.093363,5.393608,0.059012,30.187858
0.000000,0.000000,1.725252,2.979039,0.000000,2.459858,5.950787,0.083168,13.805108
0.000000,0.000000,1.630102,3.074871,0.000000,1.828533,5.819258,0.086660,14.999493
0.000000,0.000000,1.791538,2.759993,0.000000,1.610337,5.413846,0.753074,14.130561
0.000000,0.000000,1.785097,2.565687,0.000000,3.707497,6.449939,0.069117,13.912613
0.000000,0.000000,1.751194,2.764671,0.000000,2.354750,5.521624,0.072776,16.522024
0.000000,0.000000,1.725650,3.368877,0.000000,2.431897,8.470354,0.097812,27.119740
0.000000,0.000000,1.604984,2.829210,0.000000,2.002546,5.424898,0.077065,17.243902
0.000000,0.000000,1.650195,3.099806,0.000000,1.672664,4.586726,0.083458,13.890985
0.000000,0.000000,1.694978,3.313453,0.000000,1.722012,6.202710,0.675372,13.083507
0.000000,0.000000,2.589924,2.916162,0.000000,2.930513,5.334214,0.058630,15.864864
0.000000,0.000000,1.632151,2.252589,0.000000,1.634762,5.221503,0.071480,33.235392
0.000000,0.000000,1.765014,2.313492,0.000000,1.407780,5.191188,0.057429,12.481320
0.000000,0.000000,1.734283,2.208663,0.000000,1.415745,3.439360,0.544395,11.974292
0.000000,0.000000,1.590850,2.312368,0.000000,2.395132,5.594276,0.060635,10.754536
0.000000,0.000000,1.624810,2.522567,0.000000,1.965877,4.536806,0.064847,13.793163
0.000000,0.000000,1.736110,2.714165,0.000000,2.062458,4.225089,0.061642,12.530038
0.000000,0.000000,1.773503,2.594571,0.000000,1.192779,2.930642,0.678715,22.121233
0.000000,0.000000,1.573954,3.313070,0.000000,2.813849,5.550795,0.062435,11.133765
0.000000,0.000000,2.004807,2.581746,0.000000,4.028643,4.572463,0.066639,14.497446
0.000000,0.000000,1.837244,2.519503,0.000000,2.132630,4.868313,0.104491,14.484881
0.000000,0.000000,1.628573,5.228491,0.000000,1.414011,3.257630,0.848577,15.731369
0.000000,0.000000,1.922363,2.881878,0.000000,5.039944,6.741557,0.000282,12.070425
0.000000,0.000000,2.149887,2.660163,0.000000,1.898785,4.524090,0.000214,30.365456
0.000000,0.000000,2.103848,2.778316,0.000000,1.590542,3.262408,0.000164,12.712255
0.000000,0.000000,1.839133,2.680724,0.000000,1.294238,3.067583,0.656424,10.676570
0.000000,0.000000,3.532930,2.634247,0.000000,2.730658,21.717798,0.081070,31.401027
0.000000,0.000000,1.902294,2.553777,0.000000,2.007379,3.923898,0.063238,30.461092
0.000000,0.000000,1.650510,3.417325,0.000000,1.477623,3.584663,0.695106,12.463934
0.000000,0.000000,1.631826,3.167969,0.000000,3.977870,4.686605,0.062658,11.953405
0.000000,0.000000,1.552241,2.259236,0.000000,1.467218,3.894355,0.065085,13.888192
0.000000,0.000000,1.616299,3.850714,0.000000,1.251808,3.387298,0.528212,12.172940
0.000000,0.000000,1.563458,3.906247,0.000000,2.722594,4.617816,0.056344,11.993282
0.000000,0.000000,1.764291,3.862066,0.000000,1.481303,3.780551,0.052744,26.400862
0.000000,0.000000,1.787605,2.264637,0.000000,1.487312,3.254016,0.589097,10.674308
0.000000,0.000000,1.610436,2.326732,0.000000,2.562824,4.545641,0.059568,10.560718
0.000000,0.000000,1.642955,2.338803,0.000000,1.527342,3.568985,0.058138,12.563111
0.000000,0.000000,1.603903,2.321343,0.000000,1.359552,2.937658,0.570047,10.309520
0.000000,0.000000,1.362104,2.342557,0.000000,2.399974,3.601651,0.054428,9.825555
0.000000,0.000000,1.733856,2.596360,0.000000,1.570682,3.253792,0.068094,11.718376
0.000000,0.000000,1.622394,2.404391,0.000000,0.965283,3.110228,0.615003,19.606823
0.000000,0.000000,2.056314,2.576253,0.000000,2.597154,4.186082,0.059753,10.620281
0.000000,0.000000,1.565305,2.341617,0.000000,1.465842,3.718225,0.061548,12.028106
0.000000,0.000000,1.865354,2.488466,0.000000,1.299010,3.196657,0.519992,10.859445
0.000000,0.000000,1.733878,2.342662,0.000000,2.032553,4.114853,0.050959,10.387222
0.000000,0.000000,1.821552,2.340833,0.000000,1.579328,3.603191,0.058280,11.631828
0.000000,0.000000,1.635498,2.427861,0.000000,1.424327,2.979956,0.562207,29.693614
0.000000,0.000000,2.702513,2.499852,0.000000,2.534372,4.469405,0.060624,11.533328
0.000000,0.000000,1.663438,2.688512,0.000000,1.560141,4.040215,0.059293,12.968156
0.000000,0.000000,1.776857,2.447118,0.000000,1.326742,3.128660,0.645335,11.182784
0.000000,0.000000,2.597747,2.480369,0.000000,2.979801,4.543611,0.065223,11.535976
0.000000,0.000000,3.250301,2.606495,0.000000,1.716998,21.676637,0.078723,14.929629
0.000000,0.000000,1.633750,2.550905,0.000000,1.536305,3.079905,0.699333,29.249737
0.000000,0.000000,3.902372,2.671175,0.000000,3.046553,3.860487,0.065025,13.341142
0.000000,0.000000,2.626852,2.578692,0.000000,1.815912,4.019538,0.069084,13.597130
0.000000,0.000000,1.806370,2.424216,0.000000,1.542831,3.154474,0.068081,11.451970
0.000000,0.000000,1.861074,2.411469,0.000000,1.144792,2.900219,0.752991,10.360209
0.000000,0.000000,3.579443,2.707221,0.000000,3.335191,5.178563,0.069798,12.422167
0.000000,0.000000,4.195026,2.439857,0.000000,1.837736,4.077009,0.066827,35.572336
0.000000,0.000000,1.962694,2.951913,0.000000,1.439683,3.386597,0.068597,12.350049
0.000000,0.000000,2.048624,2.652256,0.000000,1.047475,3.023471,0.626650,10.997519
0.000000,0.000000,2.308315,2.545154,0.000000,2.148965,3.987382,0.057644,10.854827
0.000000,0.000000,3.713876,2.518983,0.000000,1.301194,3.558597,0.058261,13.819163
0.000000,0.000000,1.759964,3.080146,0.000000,1.442672,3.087009,0.644230,11.153686
0.000000,0.000000,2.368977,2.674488,0.000000,2.020805,3.964276,0.059681,19.455396
0.000000,0.000000,1.764688,2.897452,0.000000,1.436994,3.576672,0.061666,12.096199
0.000000,0.000000,2.100414,2.353072,0.000000,1.286599,2.921269,0.626976,10.754361
0.000000,0.000000,1.574847,2.466850,0.000000,2.417670,3.690909,0.054160,10.211102
0.000000,0.000000,1.757085,2.733443,0.000000,1.197099,2.937580,0.060570,12.026441
0.000000,0.000000,1.928897,2.412994,0.000000,1.171609,2.844511,0.512622,9.805323
0.000000,0.000000,1.543758,2.331379,0.000000,2.463787,4.020389,0.051784,9.578402
0.000000,0.000000,3.224974,2.342469,0.000000,1.401328,3.706304,0.058860,22.183185
0.000000,0.000000,1.670674,2.392270,0.000000,1.372767,3.188738,0.055591,10.579870
0.000000,0.000000,1.896466,2.455980,0.000000,1.265551,3.031983,0.591644,10.186201
0.000000,0.000000,1.666575,2.674463,0.000000,2.245111,4.262164,0.059314,10.512624
0.000000,0.000000,2.062517,2.502714,0.000000,2.114757,4.214381,0.059660,12.423899
0.000000,0.000000,1.585596,2.665735,0.000000,1.565317,22.080516,0.064452,11.945019
0.000000,0.000000,1.458044,2.160768,0.000000,1.551105,3.172398,0.528434,28.784989
0.000000,0.000000,4.038089,2.254434,0.000000,2.297663,4.358487,0.058175,12.921721
0.000000,0.000000,3.843444,2.208586,0.000000,1.796596,3.811825,0.054094,14.037136
0.000000,0.000000,1.780147,2.273657,0.000000,1.611098,3.718361,0.056645,10.984623
0.000000,0.000000,2.546675,2.380356,0.000000,1.475578,3.355442,0.585655,11.637224
0.000000,0.000000,3.477358,2.483276,0.000000,3.444662,5.043855,0.062018,12.659155
0.000000,0.000000,3.528450,2.610957,0.000000,2.114519,3.861199,0.057322,25.987792
0.000000,0.000000,1.790323,2.170212,0.000000,1.848219,3.411883,0.060753,11.344013
0.000000,0.000000,1.692576,2.235245,0.000000,1.545136,3.390457,0.057595,10.566984
0.000000,0.000000,1.453798,2.225403,0.000000,1.610998,3.305837,0.589412,10.020806
0.000000,0.000000,1.785014,2.322940,0.000000,2.932083,4.569577,0.060634,10.912061
0.000000,0.000000,1.769131,2.192450,0.000000,2.049727,22.535726,0.080982,12.839215
0.000000,0.000000,1.707799,2.114133,0.000000,2.451479,3.896763,0.059614,29.951040
0.000000,0.000000,2.138193,2.660320,0.000000,1.713079,3.221939,0.644347,12.655832
0.000000,0.000000,1.927281,2.376387,0.000000,3.189011,4.450159,0.067429,11.157795
0.000000,0.000000,1.642337,2.480432,0.000000,2.119838,3.628638,0.061326,13.231872
0.000000,0.000000,1.563634,2.747785,0.000000,2.058213,3.858092,0.066640,11.470554
0.000000,0.000000,1.681101,2.433757,0.000000,2.030277,3.694892,0.063302,11.476081
0.000000,0.000000,1.822558,2.622539,0.000000,1.575242,2.997191,0.711567,29.580385
0.000000,0.000000,3.703723,2.736437,0.000000,3.215360,3.925146,0.068218,13.109905
0.000000,0.000000,2.235530,2.610448,0.000000,2.215807,3.803866,0.062823,13.443926
0.000000,0.000000,2.271247,2.534328,0.000000,1.641245,3.195201,0.067942,12.217742
0.000000,0.000000,2.787337,2.620923,0.000000,1.709074,2.833317,0.066360,11.760069
0.000000,0.000000,3.270580,2.551386,0.000000,1.453201,2.811407,0.900399,11.819342
0.000000,0.000000,1.773501,3.453694,0.000000,3.522108,3.973650,0.065834,23.263736
0.000000,0.000000,2.295228,2.635208,0.000000,1.757988,2.785675,0.068696,13.940973
0.000000,0.000000,1.537207,2.678030,0.000000,1.178014,2.524426,0.070439,10.159399
0.000000,0.000000,1.855132,2.308131,0.000000,0.962563,2.005146,0.521534,9.188221
0.000000,0.000000,1.538664,2.314816,0.000000,2.039668,3.074834,0.047998,8.486365
0.000000,0.000000,3.396029,2.352266,0.000000,1.400993,2.420168,0.046350,12.099846
0.000000,0.000000,1.587568,4.610828,0.000000,1.471755,2.311529,0.424215,11.214424
0.000000,0.000000,1.862846,2.698412,0.000000,2.660803,3.326349,0.047845,25.196814
0.000000,0.000000,1.818686,3.040684,0.000000,1.827765,2.745920,0.053067,12.131584
0.000000,0.000000,1.617225,2.259639,0.000000,1.390391,2.103704,0.443432,9.613665
0.000000,0.000000,1.411394,2.289156,0.000000,2.043220,3.154210,0.052110,8.747548
0.000000,0.000000,1.410359,2.621238,0.000000,1.745022,2.625258,0.375109,10.380246
0.000000,0.000000,3.597641,2.258930,0.000000,2.313953,23.322573,0.052494,11.794561
0.000000,0.000000,1.912039,3.567876,0.000000,2.448369,4.098784,0.076855,32.418146
