#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
30.390793,0.586323,25.881612,1.303386,1.303386,65.744738
7.904288,0.503331,21.856803,0.000000,0.000000,30.265219
6.297298,0.470785,20.267555,1.369902,1.369902,36.584925
21.947588,0.336634,21.447334,1.476635,1.476635,54.280739
5.162164,0.374390,1.081571,0.000000,0.000000,6.618365
5.360430,0.295467,18.852237,1.806893,1.806893,35.757800
8.447689,0.327818,23.571465,20.106702,20.106702,62.413878
8.424141,0.359004,13.556424,0.000000,0.000000,22.339936
9.225377,0.495203,23.987382,0.000000,0.000000,33.708246
10.014470,0.504483,21.877882,0.000000,0.000000,32.397161
9.884134,0.745813,44.779771,0.000000,0.000000,55.410285
9.491960,0.446422,29.279287,1.755258,1.755258,62.261485
9.083050,0.470211,48.929934,1.546941,1.546941,70.667802
10.569427,0.497951,31.447198,1.952843,1.952843,84.177030
23.630906,0.631730,28.902776,1.651120,1.651120,98.059728
9.211381,0.717505,54.312310,1.178338,1.178338,97.176988
10.360577,0.665424,33.257794,1.718892,1.718892,76.383308
27.208791,0.736314,35.079525,1.728073,1.728073,73.475260
12.212393,0.764322,27.842356,1.539327,1.539327,59.095730
27.203199,0.768285,35.303659,1.396995,1.396995,78.746347
11.362529,0.661406,34.072985,1.190165,1.190165,92.759042
7.740152,0.739814,23.724686,1.042413,1.042413,54.210150
8.957016,0.717744,25.519628,1.209096,1.209096,74.236424
7.263368,0.573235,24.064217,1.272387,1.272387,38.652636
8.861926,0.534096,23.974166,0.000000,0.000000,33.370484
10.031956,0.519762,50.742978,1.380930,1.380930,77.138911
10.417027,0.555008,32.483526,1.337899,1.337899,56.122010
10.805530,0.568457,55.239876,1.132532,1.132532,90.019214
11.249695,0.581109,32.675370,1.419106,1.419106,99.433670
9.147694,0.716336,30.320602,1.218148,1.218148,78.166894
29.363251,0.856516,26.090091,1.002638,1.002638,73.851191
7.273128,0.549628,24.787991,1.152756,1.152756,48.618476
6.915226,0.445179,45.006564,0.000000,0.000000,52.367353
7.536200,0.432802,24.341925,1.529560,1.529560,55.521124
8.212788,0.396111,28.059029,0.927783,0.927783,74.854843
10.096433,0.390373,32.956080,1.173896,1.173896,90.476401
25.677995,0.628966,39.756944,1.630054,1.630054,118.074797
9.820017,0.727594,56.918548,1.843501,1.843501,122.130070
11.212383,1.037952,35.131018,2.474332,2.474332,135.808451
11.876643,1.165959,59.515254,2.367701,2.367701,126.005759
12.360842,1.172373,50.643916,1.198979,1.198979,109.710807
9.298682,1.098600,20.349493,1.609052,1.609052,78.514710
9.394551,0.884693,15.868126,1.083809,1.083809,50.482128
8.641839,0.695138,17.071556,0.930513,0.930513,76.492109
7.661702,0.692950,15.681861,0.861406,0.861406,48.161427
7.941883,0.672438,12.817183,0.849481,0.849481,45.741367
27.096776,0.693029,13.263999,0.967525,0.967525,56.562950
7.207435,0.552876,14.727446,0.721364,0.721364,31.902224
6.351778,0.503784,13.982287,0.528941,0.528941,31.723096
6.241459,0.414903,35.557405,0.000000,0.000000,42.213973
5.659150,0.406271,14.984821,0.843583,0.843583,36.036720
5.424313,0.425977,14.692077,0.838308,0.838308,30.794868
5.428586,0.327819,14.184022,0.816275,0.816275,25.395450
5.483661,0.317923,36.407217,0.833515,0.833515,56.782845
5.496578,0.340437,13.724243,0.604592,0.604592,32.953925
5.974833,0.634881,4.273316,0.000000,0.000000,10.883320
5.706637,0.313736,13.837273,1.374324,1.374324,35.628558
6.882091,0.307611,37.008317,1.315844,1.315844,52.501017
7.290109,0.324743,16.043447,1.819592,1.819592,32.461349
6.323693,0.350246,15.630473,1.391918,1.391918,31.151463
6.758943,0.453088,16.174137,1.683502,1.683502,57.265949
7.239768,0.387915,5.372306,0.000000,0.000000,13.000290
7.519517,0.389067,20.079681,1.691156,1.691156,38.260282
8.697241,0.405575,20.505246,0.000000,0.000000,29.608345
8.702066,0.415258,42.795866,0.000000,0.000000,51.913480
9.669897,0.443807,24.797880,0.000000,0.000000,34.911897
8.693828,0.609446,26.920649,2.038802,2.038802,66.016935
28.062286,0.610499,29.306645,1.580310,1.580310,77.634995
8.667115,0.569338,25.993133,1.093599,1.093599,58.059655
7.742738,24.215626,22.375844,0.000000,0.000000,54.334653
7.340221,0.657581,22.665830,1.507673,1.507673,55.125636
7.924644,0.597604,48.461535,1.543508,1.543508,80.989686
7.975864,0.517129,23.680358,1.585086,1.585086,53.843769
7.896424,0.606481,46.252315,1.610371,1.610371,77.624872
8.517108,0.582487,25.209263,1.765430,1.765430,53.853745
7.448447,0.505477,47.621642,0.000000,0.000000,55.576170
8.461766,0.532964,13.294695,0.000000,0.000000,22.289815
9.132516,0.546842,27.526969,0.000000,0.000000,37.206804
8.886417,0.611197,25.488782,0.000000,0.000000,34.986767
23.401161,0.575179,26.371610,1.478437,1.478437,60.220377
8.536672,0.487292,27.167792,1.477340,1.477340,54.877437
8.845308,0.413814,49.706625,1.314779,1.314779,80.236148
7.875815,0.413745,29.180565,1.248620,1.248620,57.742160
8.678934,0.534191,52.699567,1.579480,1.579480,72.374089
8.887231,0.522761,27.195186,1.326027,1.326027,52.073436
8.929695,0.438862,47.908100,0.000000,0.000000,57.276960
8.197536,0.363904,25.437061,1.274200,1.274200,69.485782
9.568751,0.498464,16.881055,1.014675,1.014675,69.352126
9.858265,0.616460,15.725624,0.885084,0.885084,51.074942
11.774752,0.890367,16.559169,1.203423,1.203423,59.757310
9.824392,0.774579,36.696078,0.778676,0.778676,71.108981
10.825518,0.901096,14.998152,0.441719,0.441719,50.096225
26.445538,0.773273,18.866957,0.885925,0.885925,73.865737
9.166481,0.746919,20.661777,1.062879,1.062879,78.177455
9.441403,0.728005,19.898861,0.994651,0.994651,55.808786
11.709391,0.674632,25.615135,1.041199,1.041199,79.900635
10.339798,0.755201,28.019714,1.164487,1.164487,78.371958
12.674235,0.844479,50.432128,0.721557,0.721557,71.772851
9.993666,0.792297,32.170318,1.137346,1.137346,59.930363
10.098455,0.880901,57.592456,1.092811,1.092811,76.359364
11.001226,0.862625,35.687076,1.355893,1.355893,78.808552
30.080001,0.962249,31.143258,1.319880,1.319880,101.963179
10.252800,0.917316,53.728314,1.188561,1.188561,73.137343
9.256056,0.987466,19.914084,0.000000,0.000000,30.158008
6.679157,0.776682,26.525691,0.000000,0.000000,33.981848
7.469902,0.541037,23.625690,1.219116,1.219116,38.551313
24.101410,0.422464,23.354087,0.000000,0.000000,47.878373
6.078408,0.454680,20.300080,1.546861,1.546861,34.414642
6.465001,0.452990,19.807313,1.497056,1.497056,35.669958
6.708366,0.428651,43.970098,1.642441,1.642441,78.257900
7.491433,0.404529,20.764401,1.719504,1.719504,53.804673
7.820521,0.421212,46.468436,0.000000,0.000000,54.710507
5.976386,0.469401,3.669469,0.000000,0.000000,10.115738
5.284857,0.372829,8.808920,0.000000,0.000000,14.466753
6.734044,0.349552,7.801537,0.000000,0.000000,14.886869
6.936310,0.344785,8.820592,0.000000,0.000000,16.102033
6.690516,0.312154,8.424747,0.000000,0.000000,15.427685
6.977012,0.276848,45.091987,1.882133,1.882133,65.403680
7.055994,0.297182,2.421990,0.000000,0.000000,9.775642
6.853115,0.285845,20.343073,2.047104,2.047104,40.810175
7.247672,0.290696,21.627678,2.522410,2.522410,95.513346
8.707826,0.387676,23.042541,2.389908,2.389908,74.794978
23.661202,0.392707,24.767547,2.109392,2.109392,103.243797
7.695119,0.528026,22.906155,1.458057,1.458057,112.822862
8.932593,0.583432,22.551507,2.288711,2.288711,107.331520
8.262840,0.595045,22.203673,2.820344,2.820344,93.267494
11.820443,0.799328,14.138300,1.530939,1.530939,90.680581
8.732348,0.858533,10.937091,1.028249,1.028249,45.545404
9.167789,0.902136,9.327989,0.628353,0.628353,40.672902
7.632956,0.666286,11.626527,0.589662,0.589662,41.610793
8.206438,0.608490,37.233795,0.581457,0.581457,68.330880
6.809481,0.512539,14.891570,0.469127,0.469127,41.315599
7.826825,0.511017,17.550383,0.763035,0.763035,61.911003
7.634507,0.536839,18.513124,0.926388,0.926388,58.901063
6.688454,0.459932,18.018816,1.094748,1.094748,65.010733
6.057256,0.497793,16.941110,1.003583,1.003583,52.461908
6.290618,0.411983,19.738949,28.818446,28.818446,80.703721
7.674979,0.366150,20.051713,1.045428,1.045428,44.651085
7.189536,0.420641,18.768774,0.000000,0.000000,26.379294
7.827351,0.452921,20.691529,22.311142,22.311142,59.467733
9.157466,0.454974,22.352109,1.369628,1.369628,41.792793
8.553419,0.533724,23.967193,1.392248,1.392248,56.353499
8.752991,0.542189,35.299513,0.000000,0.000000,44.596041
8.411355,0.640628,24.708957,1.396620,1.396620,44.264994
8.077909,0.507938,17.771711,0.000000,0.000000,26.357880
7.844608,0.483674,46.759080,1.985715,1.985715,67.767910
8.724632,0.441530,24.257286,1.738884,1.738884,46.247355
8.916279,0.481931,29.039441,1.793088,1.793088,92.446803
10.428159,0.529539,18.420442,0.000000,0.000000,29.378380
9.057934,0.618850,6.760758,0.000000,0.000000,16.437810
7.574909,0.625266,27.301141,1.839298,1.839298,72.144812
8.883687,0.519716,17.430449,0.000000,0.000000,26.834211
8.467308,0.516187,27.959170,1.892904,1.892904,62.378494
31.709990,0.443075,29.060972,1.608770,1.608770,82.847630
9.473867,0.454784,12.518543,0.000000,0.000000,22.447579
9.277077,0.557191,30.413903,23.682783,23.682783,72.601543
9.362026,0.522123,11.905362,0.000000,0.000000,21.791405
8.678763,0.576598,28.135007,0.000000,0.000000,37.390839
9.363354,0.652399,58.571526,1.861434,1.861434,80.830305
10.473933,0.563341,33.740057,1.693084,1.693084,57.683792
9.903728,0.665346,33.489502,1.877621,1.877621,83.491987
10.022341,0.722927,22.038173,0.000000,0.000000,32.783681
9.704579,0.688314,24.399868,0.000000,0.000000,34.793179
9.254380,0.658189,46.876122,0.000000,0.000000,56.788884
10.043467,0.635670,30.001723,0.000000,0.000000,40.681211
9.364695,0.543400,23.460925,0.000000,0.000000,33.370580
9.117183,0.558829,45.444799,0.000000,0.000000,55.121022
10.727853,0.640116,34.797216,0.000000,0.000000,46.165478
8.958965,0.615862,36.023930,1.369109,1.369109,59.160751
27.675947,0.539155,30.318317,0.000000,0.000000,58.533895
7.629402,0.601969,25.174617,0.000000,0.000000,33.406292
8.586151,0.589080,23.646851,0.000000,0.000000,32.822562
33.952353,0.712911,8.201468,0.000000,0.000000,42.867172
9.568807,0.542177,8.892630,0.000000,0.000000,19.003838
8.515592,0.564602,25.750976,0.000000,0.000000,34.831499
8.352535,0.539848,34.390924,1.799869,1.799869,83.827036
9.567379,0.486485,33.240847,1.274938,1.274938,71.798609
8.463771,0.518386,48.501854,1.355041,1.355041,78.843152
8.350469,0.513488,22.227667,0.000000,0.000000,31.092264
6.722666,0.628345,22.330519,1.512486,1.512486,37.642570
7.264202,0.543929,42.724287,0.000000,0.000000,50.532671
8.643147,0.536277,24.983707,1.526662,1.526662,59.282926
9.384497,0.587397,58.996705,1.714974,1.714974,100.423076
9.078111,0.766492,24.243259,1.728615,1.728615,58.199041
9.236484,0.719623,47.782381,0.000000,0.000000,57.739165
8.228101,0.698702,22.773788,1.524308,1.524308,39.356529
8.170690,0.484528,24.115214,2.115310,2.115310,66.162357
6.568132,0.470566,20.514311,1.237970,1.237970,63.154466
5.347582,0.451127,16.288975,1.378516,1.378516,69.384262
4.758448,0.486914,13.869720,1.423850,1.423850,55.413741
5.223928,0.379526,40.022416,1.732306,1.732306,82.365081
5.972917,0.468989,38.749397,1.271743,1.271743,72.823738
7.970692,0.515473,6.744969,1.323724,1.323724,61.299241
9.210803,0.542632,8.468730,0.624087,0.624087,31.517724
8.591018,0.489875,11.188414,0.000000,0.000000,20.269618
12.386864,0.727729,51.165252,3.499566,3.499566,172.618404
12.564381,0.617532,51.370460,0.000000,0.000000,64.553334
11.911304,0.760851,71.166538,0.000000,0.000000,83.839101
12.362532,0.791259,43.750398,0.000000,0.000000,56.904808
12.154918,0.756588,81.142504,3.280824,3.280824,123.500463
13.037338,0.777278,80.964665,5.758395,5.758395,153.852144
18.710831,0.715049,45.538728,0.000000,0.000000,64.964948
14.084394,0.691273,35.419335,0.000000,0.000000,50.195325
12.810630,0.926856,83.801738,0.000000,0.000000,97.539770
13.403722,0.857567,55.368796,4.627275,4.627275,141.173960
15.081810,0.785306,44.122404,0.000000,0.000000,59.990389
12.216873,0.634321,68.976994,3.227957,3.227957,122.699113
12.908874,0.858147,15.280696,0.000000,0.000000,29.048186
10.613610,0.602944,63.790117,3.559958,3.559958,108.481829
12.047984,0.613812,35.273432,0.000000,0.000000,47.935716
9.599509,0.446236,57.623135,4.938068,4.938068,200.949734
7.759855,0.646948,21.501906,4.918909,4.918909,144.023202
6.544179,0.524039,17.925563,4.157756,4.157756,139.702476
7.184599,0.582750,20.483735,7.274604,7.274604,149.481932
7.595403,0.461552,23.656764,5.052766,5.052766,172.446906
8.106908,0.479845,22.328600,2.057597,2.057597,166.520723
8.710834,0.357633,51.758499,3.928669,3.928669,84.031374
8.916708,0.278328,17.067427,0.000000,0.000000,26.262919
11.531117,0.317720,17.939873,0.000000,0.000000,29.789583
12.185353,0.228279,57.393288,0.000000,0.000000,69.807668
14.230827,0.217059,0.855871,0.000000,0.000000,15.304168
12.109531,0.134327,4.301361,0.000000,0.000000,16.545460
12.347175,0.133239,18.678158,0.000000,0.000000,31.159413
12.232686,0.167266,0.562371,0.000000,0.000000,12.962566
12.580608,0.095608,57.240747,5.056870,5.056870,98.837905
12.451922,0.144643,30.996409,30.632343,30.632343,103.824826
14.317326,0.176843,31.357146,28.196721,28.196721,296.377282
14.522586,0.326870,28.615059,3.724910,3.724910,186.491413
5.747641,0.283502,20.438507,3.892278,3.892278,119.087349
7.408841,0.308314,0.001643,0.000000,0.000000,7.719261
7.911445,0.162157,20.227616,30.690284,30.690284,111.294809
10.950706,0.285959,10.321701,0.000000,0.000000,21.558805
9.984629,0.273639,27.131096,2.902479,2.902479,155.129853
10.851374,0.495112,29.778561,2.424681,2.424681,143.123497
10.674896,0.413386,30.414507,3.529669,3.529669,78.408490
34.481117,0.437361,28.933124,6.515420,6.515420,103.629619
9.989348,0.441737,25.951065,8.133117,8.133117,110.750755
9.251849,0.441563,26.501241,0.000000,0.000000,36.195197
9.183821,0.340312,25.021553,5.196798,5.196798,78.534832
11.263148,0.353953,27.777815,5.309590,5.309590,86.937333
11.701414,0.398367,52.499089,0.000000,0.000000,64.599545
11.404792,0.351689,34.048416,8.593971,8.593971,116.214723
11.920050,0.444803,28.042137,0.000000,0.000000,40.407418
14.389820,0.471496,60.840046,0.000000,0.000000,75.702117
14.226008,0.424615,1.941953,0.000000,0.000000,16.592880
11.880739,0.404651,39.796357,4.836777,4.836777,200.213799
13.490486,0.477078,75.836526,3.889807,3.889807,137.843982
14.200627,0.435768,68.194472,2.931040,2.931040,245.291852
15.002628,0.542399,1.955275,0.000000,0.000000,17.501489
14.076798,0.374634,14.373282,0.000000,0.000000,28.825044
14.718524,0.380944,37.367732,0.000000,0.000000,52.467413
16.979490,0.378868,11.370585,0.000000,0.000000,28.729329
16.510123,0.289770,7.868037,0.000000,0.000000,24.668292
15.163257,0.242147,7.943612,0.000000,0.000000,23.349278
16.315187,0.218240,8.686293,0.000000,0.000000,25.220069
27.765003,0.292837,52.878525,8.147248,8.147248,538.045554
15.256419,0.402020,44.537653,3.547738,3.547738,349.111529
10.974793,0.369602,63.953165,3.132515,3.132515,235.758922
8.923676,0.540349,29.954358,4.017678,4.017678,118.778656
10.256233,0.691238,29.058617,2.718079,2.718079,92.135952
29.914487,0.442898,29.808544,2.553724,2.553724,109.227464
10.395237,0.444032,1.372291,0.000000,0.000000,12.211859
8.869662,0.348924,1.524380,0.000000,0.000000,10.743434
9.285704,0.210132,53.234223,2.553795,2.553795,86.910746
10.443553,0.208185,22.250014,0.000000,0.000000,32.902292
10.456228,0.303033,56.663766,2.169429,2.169429,166.368174
10.691281,0.436933,58.154264,3.370118,3.370118,93.336113
10.993445,0.457897,32.444723,24.199084,24.199084,93.995920
11.864798,0.487541,37.448940,3.229008,3.229008,84.629744
12.399008,0.471526,59.641490,0.000000,0.000000,72.512512
12.418569,0.522552,40.236524,4.099775,4.099775,94.632222
27.511566,0.566604,35.370177,4.203999,4.203999,104.627481
13.767022,0.529001,67.075568,2.748637,2.748637,129.988350
14.810369,0.734754,30.949477,0.000000,0.000000,46.495060
36.134783,0.447673,37.428187,2.696846,2.696846,134.121953
12.407882,0.558115,1.666627,0.000000,0.000000,14.632983
36.104664,0.795795,39.415374,0.000000,0.000000,76.316529
11.985385,0.361716,38.639848,3.055099,3.055099,117.397150
14.896188,0.416702,30.262327,0.000000,0.000000,45.575678
13.314178,0.367061,41.982722,3.879389,3.879389,199.901117
35.986745,0.510208,2.486013,0.000000,0.000000,38.984112
12.179938,0.334476,43.748859,2.903749,2.903749,104.251484
14.161371,0.529364,25.313205,0.000000,0.000000,40.004138
13.086996,0.413200,43.614312,2.797347,2.797347,104.509184
33.508951,0.619911,2.339674,0.000000,0.000000,36.469630
14.361406,0.430382,48.500519,0.000000,0.000000,63.292734
13.324314,0.347658,45.333641,3.119376,3.119376,140.651997
15.977056,0.485458,35.292310,0.000000,0.000000,51.755302
28.679471,0.488598,48.381987,16.689552,16.689552,190.968772
15.044486,0.464042,1.984365,0.000000,0.000000,17.493292
13.977088,0.252444,31.509601,0.000000,0.000000,45.739549
12.765372,0.361755,67.511806,0.000000,0.000000,80.639508
14.657423,0.332293,40.383545,3.908090,3.908090,99.032492
37.063823,0.365996,1.411979,0.000000,0.000000,38.842032
17.123743,0.240614,1.512723,0.000000,0.000000,18.877409
16.525237,0.179174,45.248406,0.000000,0.000000,61.953329
18.069986,0.210961,1.513908,0.000000,0.000000,19.795183
29.970252,0.180924,47.203023,5.596688,5.596688,130.158807
17.654302,0.337187,1.896026,0.000000,0.000000,19.887857
33.071769,0.201075,47.161838,5.734656,5.734656,227.356473
16.185573,0.358318,42.146827,5.517763,5.517763,194.262406
13.916539,0.324319,70.463768,6.414378,6.414378,285.654329
10.816828,0.487311,28.475902,32.407537,32.407537,228.809345
8.177298,0.621499,26.151023,2.470188,2.470188,76.026297
8.650713,0.651946,25.457303,3.309124,3.309124,184.219486
30.587152,0.650440,35.119320,2.580185,2.580185,127.534239
11.698895,0.573744,46.241811,0.000000,0.000000,58.514713
10.990352,0.593458,36.432533,0.000000,0.000000,48.016668
12.122919,0.534829,40.270464,36.817858,36.817858,232.945253
13.956223,0.648152,46.031350,2.654817,2.654817,218.572176
12.330461,0.651834,41.839038,0.000000,0.000000,54.821800
27.019524,0.830756,47.664355,3.056609,3.056609,119.182099
13.889618,0.803482,64.114874,0.000000,0.000000,78.808600
12.104306,0.580142,44.833281,3.165489,3.165489,101.860496
26.734184,0.587646,47.652590,3.167203,3.167203,123.223310
13.474857,0.923166,60.356850,0.000000,0.000000,74.755433
14.023235,0.570951,43.822954,3.616835,3.616835,194.546436
14.443210,0.631660,55.824079,0.000000,0.000000,70.903117
12.930497,0.503554,45.077597,3.777772,3.777772,109.918401
38.937036,0.496670,1.670498,0.000000,0.000000,41.104408
15.314271,0.320385,39.555828,3.430905,3.430905,109.370985
29.984922,0.498960,45.271647,3.352344,3.352344,129.396286
15.772873,0.369607,57.963105,0.000000,0.000000,74.106017
14.481147,0.395202,39.777018,10.440815,10.440815,473.424552
12.358773,0.457444,22.082799,0.000000,0.000000,34.899667
12.926877,0.275186,0.922238,0.000000,0.000000,14.124858
12.810836,0.230213,2.714472,0.000000,0.000000,15.755775
27.577472,0.444830,21.262959,0.000000,0.000000,49.285796
13.897774,0.203809,1.343006,0.000000,0.000000,15.444869
14.445260,0.163124,6.428504,0.000000,0.000000,21.038137
13.143899,0.191719,25.740962,0.000000,0.000000,39.077232
34.345572,0.509954,0.968948,0.000000,0.000000,35.824752
16.927647,0.178858,6.901839,0.000000,0.000000,24.008653
16.373759,0.178276,6.932020,0.000000,0.000000,23.484285
16.037393,0.239007,46.384260,28.855143,28.855143,247.768472
14.993727,0.402208,27.315536,0.000000,0.000000,42.711893
15.971783,0.321953,42.009018,0.000000,0.000000,58.303219
15.231782,28.437308,45.207735,6.304764,6.304764,132.986101
17.225091,0.714072,77.536644,0.000000,0.000000,95.476462
14.527530,0.684084,51.495382,0.000000,0.000000,66.707470
44.347517,0.912206,67.024061,0.000000,0.000000,112.284388
16.454867,0.822134,16.520350,0.000000,0.000000,33.797684
39.287952,0.686539,35.558308,0.000000,0.000000,75.533127
14.740681,0.683191,33.070495,0.000000,0.000000,48.494690
13.846241,0.704422,62.049381,0.000000,0.000000,76.600502
14.149121,0.745795,54.588819,36.587901,36.587901,141.069110
15.549186,0.795783,53.544526,6.888133,6.888133,111.778204
32.693735,0.611759,53.867476,7.116242,7.116242,129.402119
14.915815,0.825651,31.249378,0.000000,0.000000,46.992363
15.027931,0.660344,50.150621,0.000000,0.000000,65.839493
14.893646,0.723853,85.845532,23.583974,23.583974,242.881578
14.711885,0.779625,11.460711,0.000000,0.000000,26.952573
11.072662,0.626738,33.393244,0.000000,0.000000,45.093041
10.557795,0.680820,2.075050,0.000000,0.000000,13.314744
9.988151,0.409976,3.684615,0.000000,0.000000,14.083069
36.626386,0.608686,6.771233,0.000000,0.000000,44.006664
10.232115,0.329071,8.611464,0.000000,0.000000,19.172909
8.876024,0.328398,28.477856,0.000000,0.000000,37.682985
9.479462,0.374404,33.442894,4.010344,4.010344,111.519461
11.307385,0.510327,30.845205,0.000000,0.000000,42.663231
9.359236,0.498993,29.941544,0.000000,0.000000,39.800061
25.825095,0.516379,28.772668,0.000000,0.000000,55.114653
10.554000,0.467144,5.522924,0.000000,0.000000,16.544437
10.102169,0.455734,32.703889,0.000000,0.000000,43.262244
11.738068,0.491375,60.039532,3.403433,3.403433,97.359117
9.671948,0.455314,30.520832,3.134284,3.134284,63.441051
37.814160,0.594870,8.347267,0.000000,0.000000,46.756516
11.378029,0.787935,32.995407,0.000000,0.000000,45.161969
11.545309,0.591091,26.589919,0.000000,0.000000,38.726673
10.201773,0.504156,49.893972,0.000000,0.000000,60.600205
8.675374,0.556021,7.961845,0.000000,0.000000,17.193592
8.654063,0.376495,29.213174,0.000000,0.000000,38.244428
10.000231,0.388934,24.568516,0.000000,0.000000,34.958212
7.704592,25.523209,4.781353,0.000000,0.000000,38.009394
6.942137,0.380818,9.949883,0.000000,0.000000,17.273189
7.629723,0.326924,24.482272,3.150638,3.150638,53.364070
8.220570,0.351152,27.422841,2.119707,2.119707,84.133290
10.408123,0.401480,30.380635,33.749207,33.749207,134.796187
12.009078,0.565367,31.111384,2.970303,2.970303,108.056348
37.625172,0.737599,34.334178,2.376246,2.376246,100.019464
11.660417,0.622688,34.882795,0.000000,0.000000,47.166400
31.452942,0.459705,36.590844,2.002840,2.002840,91.990573
10.359846,0.597000,16.162146,0.000000,0.000000,27.119437
10.162532,0.420380,68.829336,1.697059,1.697059,101.594285
10.279776,0.535810,22.136268,0.000000,0.000000,32.952083
10.781080,0.455243,9.369055,0.000000,0.000000,20.605681
9.772333,0.478480,36.244763,0.000000,0.000000,46.495854
10.571911,0.408188,8.468575,0.000000,0.000000,19.448936
10.003543,0.384221,10.452769,0.000000,0.000000,20.841268
11.440949,0.355567,6.506610,0.000000,0.000000,18.303614
11.204272,0.378291,41.794231,2.918741,2.918741,181.320164
39.423081,0.548467,48.513580,5.071408,5.071408,215.376989
13.052441,0.779696,78.019510,4.755912,4.755912,205.743051
33.312194,1.177504,49.361337,3.185391,3.185391,215.979000
14.368982,1.308786,82.321849,2.968834,2.968834,207.064894
14.458671,1.520209,31.216117,29.126460,29.126460,146.422373
12.716366,1.597899,17.783522,1.947209,1.947209,71.216999
9.991142,1.330141,47.050718,1.494649,1.494649,84.367323
10.616792,0.860064,19.785525,0.876895,0.876895,54.474186
10.518802,0.781033,17.091738,0.946845,0.946845,66.671273
10.875209,0.772604,20.208824,0.700482,0.700482,61.000395
10.949934,0.797029,23.885378,0.985003,0.985003,86.234791
10.361803,0.762392,25.059071,1.032893,1.032893,56.722327
9.105716,0.743572,21.420579,0.921694,0.921694,37.407006
8.811356,0.640878,44.553967,0.000000,0.000000,54.006417
10.273885,0.650673,26.730904,0.000000,0.000000,37.655814
8.915994,0.721839,32.913648,1.041417,1.041417,58.156368
35.428598,0.663243,26.199452,0.000000,0.000000,62.293146
9.364877,0.679028,24.974849,0.000000,0.000000,35.019136
9.541517,0.715320,26.673211,0.000000,0.000000,36.932159
9.654761,0.706452,40.628630,0.000000,0.000000,50.990020
10.368526,0.745461,6.791678,0.000000,0.000000,17.906070
8.435094,0.655895,30.847637,0.000000,0.000000,39.939173
8.269864,0.564386,68.842433,1.603429,1.603429,87.808352
11.265312,0.620755,20.256218,0.000000,0.000000,32.142469
9.292816,0.627748,26.240557,0.000000,0.000000,36.161534
10.740208,0.816358,57.544248,0.000000,0.000000,69.101189
10.238502,0.671188,17.977132,0.000000,0.000000,28.887164
11.073816,0.704090,27.413694,0.000000,0.000000,39.192149
8.960323,0.776816,6.713068,0.000000,0.000000,16.450606
9.070806,0.672550,47.312245,0.000000,0.000000,57.056032
10.215415,0.609542,32.140377,0.000000,0.000000,42.965735
9.619077,0.650185,23.358587,0.000000,0.000000,33.628218
9.616104,0.677465,60.903223,0.000000,0.000000,71.197485
10.818868,0.695708,26.794234,0.000000,0.000000,38.309043
9.448072,0.694785,25.003214,0.000000,0.000000,35.146457
8.965251,0.650185,54.039885,0.000000,0.000000,63.655565
9.974315,0.687181,24.680578,0.000000,0.000000,35.342568
8.467585,0.617350,32.744817,1.622680,1.622680,61.278233
11.441158,32.544771,6.275811,0.000000,0.000000,50.262071
12.172188,0.750363,30.252978,0.000000,0.000000,43.176094
11.120168,0.809197,33.343692,0.000000,0.000000,45.273544
10.298389,0.783415,55.929196,0.000000,0.000000,67.013056
11.087198,0.795094,24.945473,0.000000,0.000000,36.828099
10.306072,0.621956,22.330192,0.000000,0.000000,33.258622
10.269877,0.727632,48.710432,0.000000,0.000000,59.708210
10.646779,0.751437,35.454013,1.264939,1.264939,54.770402
9.611737,0.688819,27.945735,0.000000,0.000000,38.246769
33.035469,0.720697,27.282864,0.000000,0.000000,61.039314
10.267733,0.743449,21.303824,0.000000,0.000000,32.315384
9.707050,0.699451,26.943459,0.000000,0.000000,37.350289
11.614910,0.634857,43.717775,0.000000,0.000000,55.967947
10.292639,0.609992,3.870552,0.000000,0.000000,14.773487
12.159662,0.707798,23.210694,0.000000,0.000000,36.078520
9.682959,0.627333,23.832071,0.000000,0.000000,34.142666
9.745762,0.608183,53.701443,0.000000,0.000000,64.055888
7.934384,0.610417,26.358708,1.561632,1.561632,43.228153
9.078070,0.575702,17.285823,0.000000,0.000000,26.939985
10.074101,0.583612,50.356774,0.000000,0.000000,61.014746
9.613848,0.642688,25.629991,0.000000,0.000000,35.886822
9.146451,0.663501,24.940249,0.000000,0.000000,34.752116
8.504993,0.629594,8.415433,0.000000,0.000000,17.550483
35.447864,0.737069,27.315169,0.000000,0.000000,63.501949
9.442079,0.942739,26.478689,0.000000,0.000000,36.863861
8.723889,0.599611,26.868750,0.000000,0.000000,36.192522
9.216176,0.612977,64.261195,0.000000,0.000000,74.090807
10.881456,0.663434,25.336734,0.000000,0.000000,36.881948
10.545237,0.650242,27.319494,0.000000,0.000000,38.517015
36.344771,0.633555,30.341326,0.000000,0.000000,67.319951
11.400366,0.771337,27.330308,0.000000,0.000000,39.502217
10.549636,0.748540,78.965108,0.000000,0.000000,90.263857
12.070402,0.800905,46.783811,2.068316,2.068316,72.329573
10.364030,0.691790,23.931792,0.000000,0.000000,34.988016
35.230201,0.807975,29.548190,0.000000,0.000000,65.586888
10.104142,0.913356,25.349937,0.000000,0.000000,36.367878
